SUBID,Product Name,Merchant Sale Amount,Cash back,Advertiser Name,AN, Date ,transaction_id
54383a141e5f2,Cable Matters Gold Plated DisplayPort to HDMI Male to Female Cable Adapter,383.68,15.36,Third Party,Amazon,9/30/2014,B005H3I38Q
5438399f6e363,"HP 6 Cell Original Battery for Business NoteBook 6530b, 6535b, 6730b, 6735b, 6930p and EliteBook 6930p, 8440p, 8440w and ProBook 6440b, 6445b, 6530b, ",45,1.8,Third Party,Amazon,10/1/2014,B0071CS7FA
54383a141e5f2,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",148.86,11.91,GoDaddy.com,flex_offers,10/2/2014,435984310
54380b0a55d94,Rosetta Stone Japanese Level 1-3 Set,279,19.53,Amazon.com,Amazon,10/3/2014,1617160482
5438399f6e363,ARIIC® New Wireless 2.4G Ergonomic Vertical Optical Mouse Wrist Pain Comfort FUSHIA,25.99,1.04,Third Party,Amazon,10/4/2014,B00EOFQGGE
543817aa655a8,Lenovo IdeaPad Flex 15 15.6-Inch Touchscreen Laptop (59406981) Black,-2239.96,-89.6,Amazon.com,Amazon,10/5/2014,B00HIY9I4K
543839dd66592,Cable Matters Gold Plated Mini DisplayPort (Thunderbolt&trade; Port Compatible) to DVI Cable in Black 3 Feet,32.97,1.32,Third Party,Amazon,10/6/2014,B00ESM3FP8
54380b0a55d94,Monster Cable Ultimate High Speed Hdmi 1000 HDX - THX Certified In-Wall Rated (35 feet),179.98,7.2,Third Party,Amazon,10/7/2014,B003TVU00C
5438399f6e363,Canon Toner- Canon 128 Black Remanufactured Toner Cartridge (CE278A),208.5,8.3,Third Party,Amazon,10/8/2014,B005QWJ8A0
54383a141e5f2,"Google Nexus 10 (Wi-Fi only, 16 GB)",669.08,26.76,Third Party,Amazon,10/9/2014,B00ACVHKSC
54383a141e5f2,"VideoSecu LED LCD TV Wall Mount for most 22""-47"" LCD, LED & Plasma Televisions and some models up to 55"" inches - up to 88 lb VESA 400x400 mm with Ful",112,4.48,Third Party,Amazon,10/10/2014,B000WYVBR0
543c34fd0ca89,Canon Toner- Canon 128 Black Remanufactured Toner Cartridge (CE278A),208.5,8.3,Third Party,Amazon,10/11/2014,B005QWJ8A0
54383a141e5f2,"JVC LT-32DE73 32"" 720p LED HDTV and DVD Player Combo TV",1198.76,47.96,Third Party,Amazon,8/5/2014,B00CMDVQBK
543836c498f6e,"Bosch 24OE ICON Wiper Blade, 24"" (Pack of 1)",21.09,1.48,Amazon.com,Amazon,8/6/2014,B000BYELQY
543836c498f6e,AmScope MU1403-CK 14MP Live Video USB3.0 Microscope Digital Camera 14 MP + Calibration Kit,612.56,49,Amazon.com,Amazon,8/7/2014,B00DUJY04A
543839dd66592,"Bosch 26OE ICON Wiper Blade, 26"" (Pack of 1)",22.84,1.6,Amazon.com,Amazon,8/8/2014,B005JU60ZK
5438399f6e363,AT-SPLX10 (Allied Telesis 100% Compatible),25,1,Third Party,Amazon,8/9/2014,B00A9ZR8EM
543817aa655a8,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",9.99,0.8,GoDaddy.com,flex_offers,8/10/2014,436132331
54383967ac0b7,GoPro Dual Battery Charger,412.9,16.5,Third Party,Amazon,8/11/2014,B00GO4GKXM
5438399f6e363,Ecosmart 14-Watt Daylight Compact Flourescent (CFL) Light Bulbs 4-Pack (equivalent to standard 60 watt bulbs),43.84,2.84,Third Party,Amazon,8/12/2014,B0042UN1U0
54383a141e5f2,"EcoSmart 9 Watt Soft White Compact Fluorescent (CFL) Light Bulbs 4-Pack, 40 Watt Equivalent, 550 Lumens",35.2,2.28,Third Party,Amazon,8/13/2014,B003LEA188
5438399f6e363,I-Rocks Black USB RF Wireless Mini Keyboard (RF-6490-BK),26.08,1.04,Amazon.com,Amazon,8/14/2014,B007B5OXB4
543839dd66592,Order No:REG123456,0,0.25,BeyondtheRack.com,link_share,8/15/2014,538f5508ef2b3
5438399f6e363,Data Cable Shielding Partitionpass-through 750MM Wide,95.49,3.82,Third Party,Amazon,8/16/2014,B000095O74
5438399f6e363,Shop Store.Starbucks.com!,8.96,0.5,Starbucks,flex_offers,8/17/2014,436278064
543839dd66592,Shop Store.Starbucks.com!,9.71,0.54,Starbucks,flex_offers,8/18/2014,436278065
5438399f6e363,AmScope MU1403-CK 14MP Live Video USB3.0 Microscope Digital Camera 14 MP + Calibration Kit,-612.56,-49,Amazon.com,Amazon,8/19/2014,B00DUJY04A
543839dd66592,NeatDesk Desktop Scanner and Digital Filing System - PC,356.55,14.26,Amazon.com,Amazon,8/20/2014,B001CQ8ER2
5438399f6e363,"DYMO 18483 - Rhino Permanent Poly Industrial Label Tape Cassette, 1/2in x 18ft, White-DYM18483",36.98,1.48,Third Party,Amazon,8/21/2014,B0057C9UXY
543c347c6ee0d,"DYMO 18483 - Rhino Permanent Poly Industrial Label Tape Cassette, 1/2in x 18ft, White-DYM18483",36.98,1.48,Third Party,Amazon,8/22/2014,B0057C9UXY
54383a141e5f2,Philips Norelco 1200 Series SensoTouch Folding Charging Stand,22.99,1.49,Third Party,Amazon,8/23/2014,B00E9EHFR4
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",12.99,4.16,GoDaddy.com,flex_offers,8/24/2014,436362054
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",58.13,4.65,GoDaddy.com,flex_offers,8/25/2014,436363312
543817aa655a8,Fintie SmartShell Case for Apple iPad Air (iPad 5 5th Generation) Ultra Slim Lightweight with Smart Cover Auto Wake / Sleep - Black,29.97,1.2,Third Party,Amazon,8/26/2014,B00G3TUL4C
543836c498f6e,Google Chromecast HDMI Streaming Media Player,70,2.8,Amazon.com,Amazon,8/27/2014,B00DR0PDNE
54383a141e5f2,"Symbol 82-67705-01, BTRY-LS42RAAOE-01 800mAh Battery",61.96,2.48,Third Party,Amazon,8/28/2014,B00593KE9A
54383a141e5f2,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",20.98,6.71,GoDaddy.com,flex_offers,8/29/2014,436370815
543817aa655a8,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",158.87,12.71,GoDaddy.com,flex_offers,8/30/2014,436370860
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",16.38,1.31,GoDaddy.com,flex_offers,8/31/2014,436370920
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",12.99,1.04,GoDaddy.com,flex_offers,9/1/2014,436370985
543817aa655a8,Nine West &quot;Neo Geo&quot; Medium Satchel,99.99,4,Macys.com,flex_offers,9/2/2014,436375466
5438399f6e363,Order No:66623,100,6,Arhaus Jewels,pepper_jam,9/3/2014,31922438
54383967ac0b7,"Satechi 4 Port Portable USB 3.0 Hub for Ultra Book, MacBook Air, Windows 8 Tablet PC (4USB Black)",14.99,0.6,Third Party,Amazon,9/4/2014,B00BERGFV6
5438399f6e363,Just Mobile UpStand for iPad,40.23,1.61,Amazon.com,Amazon,9/5/2014,B003ZBGKDC
54383a141e5f2,"Black Portable Fold-Up Stand for Apple iPad, iPad 2, iPad 3, Samsung Galaxy Tab, BlackBerry PlayBook and All Other 7-10 Inchs Tablet PCs",20.52,0.84,Third Party,Amazon,9/6/2014,B007FNF5IC
54380b0a55d94,"Google Nexus 10 (Wi-Fi only, 16 GB)",1088.97,43.56,Third Party,Amazon,9/7/2014,B00ACVHKSC
5438399f6e363,6ft CCTV Security Camera Video BNC Male To USB RG59 Coaxial Cable For PC Laptop,36.99,1.48,Third Party,Amazon,9/8/2014,B00DOUJ4B4
54380b0a55d94,"Boraam 33224 Cordova Swivel Stool, 24-Inch, Cherry",139.98,9.1,Amazon.com,Amazon,9/9/2014,B00A4ATCIW
5438399f6e363,"Symbol 82-67705-01, BTRY-LS42RAAOE-01 800mAh Battery",36.68,1.48,Third Party,Amazon,9/10/2014,B00593KE9A
543839dd66592,AOC E2251FWU 22 - Inch Widescreen USB LED Monitor - Black,99.99,4,Third Party,Amazon,9/11/2014,B0073BOCNU
5438399f6e363,Chico's.com,41.3,0.66,Chico's,flex_offers,9/12/2014,436479388
543c36116b3c1,Chico's,41.3,0.66,Chico's,flex_offers,9/13/2014,436479388
543836c498f6e,"Google Nexus 10 (Wi-Fi only, 32 GB)",758,30.32,Third Party,Amazon,9/14/2014,B00ACVI202
54380b0a55d94,Order No:16529-0066,25.95,1.82,{*}Fab,link_share,9/15/2014,FAB02997706
543817aa655a8,Order No:18438-0010,66,4.62,{*}Fab,link_share,9/16/2014,FAB02997706
543817aa655a8,"Perixx PERIPAD-702, Wireless Touchpad with Windows 8 Multi-touch Navigation - 5.16x5.08x0.63 Inch Dimension - Nano Receiver - On/Off Switch - 2xAAA Du",29.99,1.2,Third Party,Amazon,9/17/2014,B00BOWPXRS
5438399f6e363,"Perixx PERIPAD-501B, Professional Wired USB Touchpad - Black - 3.39""x2.95""x0.43"" Dimension - Scroll Feature - Cirque Touchpad",27.99,1.12,Third Party,Amazon,9/18/2014,B001CX85I8
543839dd66592,Just Mobile UpStand for iPad,-40.23,-1.61,Amazon.com,Amazon,9/19/2014,B003ZBGKDC
543839dd66592,"HID 2000PGGMV ICLASS CARD 2K BIT/2 APP PROGRAMMED MATCH # VERT SLOT 2000 iCLASS Card (Bit/2 APP, Programmed Match# Vert Slot)",456,18.24,Third Party,Amazon,9/20/2014,B004TIMPJS
54383a141e5f2,JBL Carry Bag For EON510 Speaker - Black (EON10-BAG-DLX),125.96,8.18,Amazon.com,Amazon,9/21/2014,B0036UVRPS
543c34fd0ca89,JBL Carry Bag For EON510 Speaker - Black (EON10-BAG-DLX),125.96,8.18,Amazon.com,Amazon,9/22/2014,B0036UVRPS
5438399f6e363,Just Mobile UpStand for iPad,45.95,1.84,Third Party,Amazon,9/23/2014,B003ZBGKDC
5438399f6e363,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,74.99,16,FTD.com,flex_offers,9/24/2014,436569976
5438399f6e363,Cheapflights.com,0.35,0.18,Cheapflights.com,flex_offers,9/25/2014,436578047
54383a141e5f2,Cheapflights.com,0.34,0.18,Cheapflights.com,flex_offers,9/26/2014,436578048
54383967ac0b7,1800flowers.com,0.19,0.02,1800flowers.com,flex_offers,9/27/2014,436581992
5438399f6e363,1800flowers.com,64.19,6.16,1800flowers.com,flex_offers,9/28/2014,436581991
5438399f6e363,1800flowers.com,34.19,3.28,1800flowers.com,flex_offers,9/29/2014,436581993
54380b0a55d94,"Amy's No Chicken Noodle Soup, Low Fat, 14.1 Oz",2.89,0.12,Amazon.com,Amazon,9/30/2014,B000WCZMZY
543817aa655a8,"Vega Sports Protein Bar, Chocolate SaviSeed (Box of 12)",29.99,1.95,Third Party,Amazon,10/1/2014,B00JK2JAZA
543817aa655a8,"Ancient Harvest Quinoa Pasta, Spaghetti, 8 Oz",8.88,0.36,Amazon.com,Amazon,10/2/2014,B000VK8510
543836c498f6e,"Cascade Complete All-in-1 ActionPacs Dishwasher Detergent, Fresh Scent, 48 Count",10.99,0.44,Amazon.com,Amazon,10/3/2014,B00IJGCHR6
54383967ac0b7,Lemongrass + Argan Stem Cell Conditioner - 8 oz - Liquid,10.92,0.71,Third Party,Amazon,10/4/2014,B005Z446JC
5438399f6e363,ACURE 100% USDA Organic Moroccan Argan Oil,13.93,0.91,Third Party,Amazon,10/5/2014,B004DTQ9L8
5438399f6e363,"Glad Cling Wrap, 200 Sq Ft",2.24,0.09,Amazon.com,Amazon,10/6/2014,B0014CZ0TE
5438399f6e363,"Saran Premium Plastic Wrap, 100 Sq Ft",2.27,0.09,Amazon.com,Amazon,10/7/2014,B0000DIWNI
5438399f6e363,"Amy's Curried Lentil Soup, 14.5 Oz",2.49,0.1,Amazon.com,Amazon,10/8/2014,B002LTWHKY
5438399f6e363,"Kettle Chips, Salt & Fresh Ground Pepper, 13 Oz",3.48,0.14,Amazon.com,Amazon,10/9/2014,B004XNN4QW
5438399f6e363,"Alcon Opti-Free Replenish Disinfecting Solution, 10 Fl Oz",8.98,0.36,Amazon.com,Amazon,10/10/2014,B000PKJB4G
543839dd66592,Lemongrass + Argan Stem Cell Shampoo - 8 oz - Liquid,11.19,0.73,Third Party,Amazon,10/11/2014,B005Z41P28
543839dd66592,"Tidy Cats Scoop Instant Action, 14 Pounds",6.24,0.25,Amazon.com,Amazon,8/5/2014,B00HATC01G
543839dd66592,"Gillette Fusion Men's Manual Razor Refills, 4 Count",13.99,0.56,Amazon.com,Amazon,8/6/2014,B000Q6T7HA
54383a141e5f2,"Kettle Chips, Sea Salt, 8.5 Oz",2.53,0.1,Amazon.com,Amazon,8/7/2014,B004XNN2VE
54383a141e5f2,"Seventh Generation White 140 Sheet Paper Towels, 6 Count",7.05,0.28,Amazon.com,Amazon,8/8/2014,B00IB0DAIU
54383a141e5f2,Toms Wedge Black Canvas (10 womens),68.98,4.48,Third Party,Amazon,8/9/2014,B005DMAQ4A
54380b0a55d94,Men's Vagabond,70,4.48,Sanuk Footwear,flex_offers,8/10/2014,436594490
54383a141e5f2,Top International Deals,109,6.02,Hotels.com,flex_offers,8/11/2014,436594798
54383a141e5f2,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",12.99,4.16,GoDaddy.com,flex_offers,8/12/2014,436613530
54380b0a55d94,Free Shipping,-48.2,-1.54,Kohls Department Stores Inc,flex_offers,8/13/2014,436617904
5438399f6e363,Free Shipping,107.99,3.46,Kohls Department Stores Inc,flex_offers,8/14/2014,436617902
54383a141e5f2,Free Shipping,132.99,4.26,Kohls Department Stores Inc,flex_offers,8/15/2014,436617903
5438399f6e363,Dell 4GB DRAM Memory Module. 4GB NON-ECC DDR3 1600MHZ 204PIN RAM. 4 GB - DRAM - 1600 MHz,38.88,1.56,Third Party,Amazon,8/16/2014,B00B2AN57C
5438399f6e363,HighPoint RocketU 4-Port USB 3.0 PCI-Express 2.0 x4 HBA Controller RocketU 1144C,109,4.36,Amazon.com,Amazon,8/17/2014,B00DW5QGLM
54383a141e5f2,VisionTek Radeon 7750 1 GB DDR5 PCI Express Graphics Cards (900503),267.14,10.68,Third Party,Amazon,8/18/2014,B007ADEPX8
5438399f6e363,Canon PowerShot SX280 HS 12.1 MP CMOS Digital Camera with 20x Image Stabilized Zoom 25mm Wide-Angle Lens and 1080p Full-HD Video (Black) Super Bundle-,249,9.96,Third Party,Amazon,8/19/2014,B007HNCYRK
543838ec6ebb0,"Anker® 2.4G Wireless Vertical Ergonomic Optical Mouse, 800 / 1200 /1600DPI, 5 Buttons - Black",23.99,0.96,Third Party,Amazon,8/20/2014,B00BIFNTMC
54383a141e5f2,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",33.36,2.67,GoDaddy.com,flex_offers,8/21/2014,436661595
5438399f6e363,Nikon D7000 Digital SLR (Body Only) (OLD MODEL),772.49,30.9,Third Party,Amazon,8/22/2014,B0042X9LC4
54383a141e5f2,Chico's.com,185.25,2.97,Chico's,flex_offers,8/23/2014,436670939
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 32 GB)",818,32.72,Third Party,Amazon,8/24/2014,B00ACVI202
5438399f6e363,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,638.35,10.22,Travelocity,flex_offers,8/25/2014,436681405
5438399f6e363,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,371.16,2.4,Travelocity,flex_offers,8/26/2014,436681406
5438399f6e363,The FTD� University of Michigan™ Wolverines™ Rose Bouquet - VASE INCLUDED,69.99,16,FTD.com,flex_offers,8/27/2014,436693710
543839dd66592,Order No:20140525112780,0.35,0.14,Booking Buddy,pepper_jam,8/28/2014,32826326
5438399f6e363,"Reunion, The: A Novel",0.99,0.06,Third Party,Amazon,8/29/2014,B008B9HQV8
5438399f6e363,Bonhoeffer Speaks Today,2.99,0.19,Third Party,Amazon,8/30/2014,B003WEA4BG
5438399f6e363,Top Songs,0.77,0.04,Apple iTunes,flex_offers,8/31/2014,436805932
54380b0a55d94,JBL Carry Bag For EON510 Speaker - Black (EON10-BAG-DLX),129.98,8.44,Third Party,Amazon,9/1/2014,B0036UVRPS
543c2f2915be9,JBL Carry Bag For EON510 Speaker - Black (EON10-BAG-DLX),129.98,8.44,Third Party,Amazon,9/2/2014,B0036UVRPS
5438399f6e363,IPhone 4S Replacement battery (For all models) Full original capacity of 3.7V 1420mAh Li-ion.,20,0.8,Third Party,Amazon,9/3/2014,B00DE09Z90
5438399f6e363,"GOgroove FlexSMART X2 Wireless In-Car Bluetooth FM Transmitter with Charging , Music Control , and Hands-Free Calling for Smartphones , Tablets , MP3 ",49.99,2,Third Party,Amazon,9/4/2014,B003PPGOC0
5438399f6e363,"Pwr+® 9.6v Battery for Dewalt Dw9061, Dw9062, De9036, De9062, Dw9614; Black & Decker Ps120 Fire Storm 2.0 Ah Replacement Power Tool Battery",25.9,1.68,Third Party,Amazon,9/5/2014,B001FTLVOO
543c2f2915be9,"GOgroove FlexSMART X2 Wireless In-Car Bluetooth FM Transmitter with Charging , Music Control , and Hands-Free Calling for Smartphones , Tablets , MP3 ",49.99,2,Third Party,Amazon,9/6/2014,B003PPGOC0
54380b0a55d94,"Sony Media 2.5-Inch 1 TB External Hard Disk Drive, Black (HDE1/B)",67.99,2.72,Third Party,Amazon,9/7/2014,B008KSJQW2
54383967ac0b7,LB1 High Performance New Battery for Sony VGP-BPS20/B Battery - 10.8V 6cells Laptop Notebook Computer 18 Months Warranty,39.95,1.6,Third Party,Amazon,9/8/2014,B009K85PSK
5438399f6e363,Nature's Miracle Deep Cleaning Carpet Shampoo 64oz (1/2 Gallon),14.07,0.91,Amazon.com,Amazon,9/9/2014,B001K5E6BI
5438399f6e363,Nature`s Miracle Pet Stain & Odor Remover (128 oz.),45.98,2.98,Third Party,Amazon,9/10/2014,B00008437W
54380b0a55d94,"ADATA DashDrive Series UV128 16GB USB 3.0 Flash Drive, Black/Blue (AUV128-16G-RBE)",116,4.6,Amazon.com,Amazon,9/11/2014,B00B7JLZUC
543817aa655a8,"Perixx DX-3000MAL, Gaming Aluminium Mouse Pad - 9.84""x8.27""x0.08"" Dimension - Non-slip Rubber base - Micro Sand Blasting Aluminium Surface with Fast a",119.9,4.8,Third Party,Amazon,9/12/2014,B00FJ84WI4
5438399f6e363,"Anker® USB 3.0 & eSATA to SATA External Hard Drive Docking Station for 2.5 or 3.5in HDD, SSD [4TB Support]",119.97,4.8,Third Party,Amazon,9/13/2014,B005UA3I72
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",8.19,0.66,GoDaddy.com,flex_offers,9/14/2014,436847173
5438399f6e363,Garmin Forerunner 220 - Black/Red,249.99,10,Amazon.com,Amazon,9/15/2014,B00FBYY6CI
543c2a19ea971,Garmin Forerunner 220 - Black/Red,249.99,10,Amazon.com,Amazon,9/16/2014,B00FBYY6CI
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 16 GB)",333,13.32,Third Party,Amazon,9/17/2014,B00ACVHKSC
543836c498f6e,AmazonBasics Wired Keyboard (Black),114.9,4.6,Amazon.com,Amazon,9/18/2014,B005EOWBHC
54383967ac0b7,Pro Case for Pocket Projector Pro,44.99,1.8,Third Party,Amazon,9/19/2014,B00HZNL00Y
5438399f6e363,"30"" Retractable Projection Screen",149.99,6,Third Party,Amazon,9/20/2014,B00EP5EIVI
54383a141e5f2,Sigma 210306 18-35mm F1.8 DC HSM Lens for Nikon APS-C DSLRs (Black),799,31.96,Amazon.com,Amazon,9/21/2014,B00DBL09FG
54383967ac0b7,Buddy DesktopMic 7G (with FilteredAudio),899.75,36,Third Party,Amazon,9/22/2014,B005XBBEWE
543836c498f6e,Shop for Anyone with Target's Gift Finder!,59.98,2.4,Target.com,flex_offers,9/23/2014,436925239
543836c498f6e,"Wall Charger For Nintendo DSi (Lifetime Warranty, Bulk Packaging)",0.39,0.03,Third Party,Amazon,9/24/2014,B001PIY49O
5438399f6e363,Smart Boys: Gameroom - Nintendo DS,8.49,0.55,Third Party,Amazon,9/25/2014,B000RZ8Z8M
543c347c6ee0d,Smart Boys: Gameroom - Nintendo DS,8.49,0.55,Third Party,Amazon,9/26/2014,B000RZ8Z8M
54383967ac0b7,74 x 22 Chaise cushion in Sunbrella Carnival Stripe (Multiple Colors Available),439.96,28.6,Third Party,Amazon,9/27/2014,B00JF6Z5MI
54383967ac0b7,Namco Museum - Nintendo DS,4.53,0.29,Third Party,Amazon,9/28/2014,B000BIZR72
5438399f6e363,Up - Nintendo DS,0.99,0.06,Third Party,Amazon,9/29/2014,B001MT4EVY
5438399f6e363,Hotel Transylvania - Nintendo DS,7.69,0.5,Third Party,Amazon,9/30/2014,B00847PAZQ
543c2a19ea971,Namco Museum - Nintendo DS,4.53,0.29,Third Party,Amazon,10/1/2014,B000BIZR72
543c2dfa3f50c,Hotel Transylvania - Nintendo DS,7.69,0.5,Third Party,Amazon,10/2/2014,B00847PAZQ
5438399f6e363,"Lorell Executive High-Back Chair, Mesh Fabric, 28-1/2""x28-1/2""x45, BK",156.94,10.2,Amazon.com,Amazon,10/3/2014,B000Q5XTE8
5438399f6e363,Champs Sports Giftcards. The gift that always fits.,24.99,1.6,Champs Sports,flex_offers,10/4/2014,436959812
54383967ac0b7,IPhone 4S Replacement battery (For all models) NO-TOOLS Full original capacity of 3.7V 1420mAh Li-ion.,17,0.68,Third Party,Amazon,10/5/2014,B00JDA1F2U
54383a141e5f2,Poo-Pourri 3-piece Bathroom Deodorizer Set,24.43,1.59,Third Party,Amazon,10/6/2014,B0087E4VR4
54383a141e5f2,Fluke Networks LSPRNTR-200 LinkSprinter 200 Network Tester with WiFi,299,23.92,Amazon.com,Amazon,10/7/2014,B00I5CKF0A
54383a141e5f2,"Poo~Pourri Before-You-Go Toilet Spray 16-Ounce Bottle, Original",23.62,1.54,Amazon.com,Amazon,10/8/2014,B0071B09Y8
5438399f6e363,Top International Deals,636,35.11,Hotels.com,flex_offers,10/9/2014,436970460
543817aa655a8,Psycho Bunny Classic V-Neck in White,45,2.93,Third Party,Amazon,10/10/2014,B00KRJWZRA
54380b0a55d94,"Lucky Brand Men's 361 Vintage Straight Leg Jean In Nirvana, Nirvana, 33x32",74.25,4.83,Amazon.com,Amazon,10/11/2014,B003T977FU
5438399f6e363,"New Domains now available from GoDaddy! Get your .GURU, .MENU, .LUXURY and more!",16.38,1.31,GoDaddy.com,flex_offers,8/5/2014,437016197
543839dd66592,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,179.63,2.87,Travelocity,flex_offers,8/6/2014,437021628
5438399f6e363,Google Glass Explorer Edition(XE) Version 2.0 (Charcoal),3500,140,Third Party,Amazon,8/7/2014,3283005737
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 16 GB)",331.99,13.28,Third Party,Amazon,8/8/2014,B00ACVHKSC
543839dd66592,"Linksys WRT1900AC Dual Band Smart Wi-Fi Wireless AC Router (2.4 + 5GHz), Frustration-Free Packaging",999.96,40,Amazon.com,Amazon,8/9/2014,B00K91DB7Y
54383a141e5f2,Chico's.com,80.28,1.29,Chico's,flex_offers,8/10/2014,437062926
54380b0a55d94,Order No:209641_26,74.26,1.49,NORDSTROM.com,link_share,8/11/2014,2.01E+23
5438399f6e363,Order No:113710,89.5,1.79,NORDSTROM.com,link_share,8/12/2014,2.01E+23
5438399f6e363,"Google Nexus 10 (Wi-Fi only, 32 GB)",759.98,30.4,Third Party,Amazon,8/13/2014,B00ACVI202
543839dd66592,Order No:113710_38,67.13,1.34,NORDSTROM.com,link_share,8/14/2014,2.01E+23
54383a141e5f2,Order No:1548,98,1.96,NORDSTROM.com,link_share,8/15/2014,2.01E+23
5438399f6e363,Order No:187247-222731084-S,188.01,11.28,Hanky Panky,pepper_jam,8/16/2014,34174744
543839dd66592,Order No:8045092789563,,26.18,Hotels.com,commission_junction,8/17/2014,405745991
5438399f6e363,Order No:8023369466199,,28.38,Hotels.com,commission_junction,8/18/2014,405745991
5438399f6e363,Corsair Vengeance K70 Mechanical Gaming Keyboard - Black Cherry MX Red (CH-9000011-NA),959.92,38.4,Amazon.com,Amazon,8/19/2014,B00CD1FC6G
5438399f6e363,Corsair Vengeance K70 Mechanical Gaming Keyboard - Black Cherry MX Red (CH-9000011-NA),1079.91,43.2,Amazon.com,Amazon,8/20/2014,B00CD1FC6G
54383a141e5f2,Leave your heart in San Francisco! Fall in love with luxury at The St. Regis San Francisco from Travelocity.,94.41,1.51,Travelocity,flex_offers,8/21/2014,437112755
543839dd66592,"New Star Foodservice Restaurant Quality Fast Food Serving Baskets, 9.25 by 6-Inch, Black, Set of 12",23.1,1.5,Amazon.com,Amazon,8/22/2014,B009G68ZH4
5438399f6e363,Dell RN442 PE 717W REDUNDANT PSU,170,6.8,Third Party,Amazon,8/23/2014,B005PWKPIA
5438399f6e363,"Cakesupplyshop Packaged 100 Sheets 9x12"" Red and White Checkered Food Basket Liners & Wrapping Tissue",9.99,0.65,Third Party,Amazon,8/24/2014,B00LI1M800
5438399f6e363,"Diamond Naturals Dry Food for Adult Dogs, Lamb and Rice Formula, 40 Pound Bag",41.99,2.73,Amazon.com,Amazon,8/25/2014,B000OCRNCW
54383a141e5f2,"Diamond Naturals Dry Food for Adult Dog, Beef and Rice Formula, 40 Pound Bag",38.99,2.53,Amazon.com,Amazon,8/26/2014,B000084F1I
54383a141e5f2,Lexmark 11C2956 Wireless Monochrome Printer,723.7,28.95,Third Party,Amazon,8/27/2014,B006X2DAN8
54383967ac0b7,HP LaserJet 4250/4350 RM1-1082-000CN Fuser Assembly,134.45,5.38,Third Party,Amazon,8/28/2014,B005Z4Y1WE
54383967ac0b7,NETGEAR DS108 8 Port 10/100 Mbps Dual Speed Hub,94.95,3.8,Third Party,Amazon,8/29/2014,B00000J4L5
5438399f6e363,Chico's.com,77.41,1.24,Chico's,flex_offers,8/30/2014,437198511
5438399f6e363,Order No:8007144891929,,7.65,Hotels.com,commission_junction,8/31/2014,405745991
543836c498f6e,The Grand Budapest Hotel [Blu-ray],19.96,1.3,Amazon.com,Amazon,9/1/2014,B00JAQJNN0
5438399f6e363,READY® Eyeshadow 4.0 - The Happy Place,22.56,1.47,Third Party,Amazon,9/2/2014,B008ESO12S
54380b0a55d94,Bumble and Bumble Straight Blow Dry 5 oz,29,1.89,Third Party,Amazon,9/3/2014,B005Q8QKLY
543817aa655a8,Bumble and Bumble Gentle Shampoo - 33.8 oz,57,3.71,Third Party,Amazon,9/4/2014,B000J3FNJG
543836c498f6e,Kerastase Paris Resistance Ciment Thermique - 125ml,34,2.21,Third Party,Amazon,9/5/2014,B000U4WNC4
54380b0a55d94,"Eagle Creek Travel Gear Pack-It Half Tube Cube, Red Fire, One Size",10.5,0.68,Amazon.com,Amazon,9/6/2014,B00F9S8QCM
54383967ac0b7,"Eagle Creek Travel Gear Pack-It Tube Cube, Red Fire, One Size",12.5,0.81,Amazon.com,Amazon,9/7/2014,B00F9S8NO8
5438399f6e363,"Eagle Creek Travel Gear Pack-It Shoe Sac, Black, One Size",13,0.85,Amazon.com,Amazon,9/8/2014,B00F9S8RHG
5438399f6e363,"Eagle Creek Travel Gear Pack-It Cube Set, Red Fire, One Size",26.5,1.72,Amazon.com,Amazon,9/9/2014,B00F9S87RQ
5438399f6e363,"Eagle Creek Travel Gear Pack-It Garment Folder Medium, Red Fire, One Size",28,1.82,Amazon.com,Amazon,9/10/2014,B00F9S81CC
54383a141e5f2,"Eagle Creek Travel Gear Pack-It Compression Sac, Large",10,0.65,Amazon.com,Amazon,9/11/2014,B001M0O09O
